UNIT	Side	Frame	level	Channel	LANENUM	PRODCODE	AframePacksize	WMSPacksize	DESCRIPT	CURRENTSTATUS	ProductCode-Packsize	CurrentNDC
2	B	8	1	103	1	A1126	4500	45	ATORVASTATIN CALCIUM 80MG TAB	EMPTY LANE	A1126-45	71610074645
2	B	8	1	104	2	A1126	4500	45	ATORVASTATIN CALCIUM 80MG TAB	EMPTY LANE	A1126-45	71610074645
2	B	8	1	105	121	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	8	1	106	122	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	8	1	107	123	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	8	1	108	1	C1917	10000	100	CHOLECALCIF 50MCG (D3-2,000UNIT) TAB	NO ERROR	C1917-100	10135075001
2	B	8	1	109	2	C1917	10000	100	CHOLECALCIF 50MCG (D3-2,000UNIT) TAB	NO ERROR	C1917-100	10135075001
2	B	8	1	110	124	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	8	1	111	125	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	JAM LANE	SPARES1-1	#N/A
2	B	8	1	112	1	A0022	10000	100	ACETAMINOPHEN 325MG TAB	NO ERROR	A0022-100	54738054801
2	B	8	1	113	2	A0022	10000	100	ACETAMINOPHEN 325MG TAB	NO ERROR	A0022-100	54738054801
2	B	8	1	114	126	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	8	1	115	127	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	8	1	116	1	F0287	100	1	FLUTICAS 250/SALMETEROL 50 INHL DISK 60	NO ERROR	F0287-1	00378932132
2	B	8	1	117	2	F0287	100	1	FLUTICAS 250/SALMETEROL 50 INHL DISK 60	NO ERROR	F0287-1	00378932132
2	B	8	1	118	128	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	8	1	119	129	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	JAM LANE	SPARES1-1	#N/A
2	B	8	1	120	1	T0881	100	1	TIOTROPIUM 2.5MCG/ACTUAT 60D ORAL INHL	NO ERROR	T0881-1	00597010061
2	B	8	1	121	2	T0881	100	1	TIOTROPIUM 2.5MCG/ACTUAT 60D ORAL INHL	NO ERROR	T0881-1	00597010061
2	B	8	1	122	130	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	8	1	123	131	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	8	1	124	1	XV608	5000	50	FREESTYLE LITE (GLUCOSE) TEST STRIP	NO ERROR	XV608-50	99073071026
2	B	8	1	125	2	XV608	5000	50	FREESTYLE LITE (GLUCOSE) TEST STRIP	NO ERROR	XV608-50	99073071026
2	B	8	1	126	132	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	8	1	127	133	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	9	1	6	1	A1925	5000	50	ACCU-CHEK GUIDE (GLUCOSE) TEST STRIP	NO ERROR	A1925-50	65702071910
2	B	9	1	7	2	A1925	5000	50	ACCU-CHEK GUIDE (GLUCOSE) TEST STRIP	NO ERROR	A1925-50	65702071910
2	B	9	1	8	3	A1925	5000	50	ACCU-CHEK GUIDE (GLUCOSE) TEST STRIP	NO ERROR	A1925-50	65702071910
2	B	9	1	9	134	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	9	1	10	135	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	9	1	11	136	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	9	1	12	137	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	9	1	13	138	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	9	1	14	139	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	9	1	15	140	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	9	1	16	1	C1925	10000	100	CHOLECALCIF 25MCG (D3-1,000UNIT) TAB	NO ERROR	C1925-100	80681016900
2	B	9	1	17	2	C1925	10000	100	CHOLECALCIF 25MCG (D3-1,000UNIT) TAB	NO ERROR	C1925-100	80681016900
2	B	9	1	18	3	C1925	10000	100	CHOLECALCIF 25MCG (D3-1,000UNIT) TAB	NO ERROR	C1925-100	80681016900
2	B	9	1	19	141	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	9	1	20	142	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	9	1	21	143	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	9	1	22	144	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	9	1	23	145	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	9	1	24	146	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	9	1	25	147	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	9	1	26	1	A0736	100	1	ALBUTEROL 90MCG (CFC-F) 200D ORAL INHL	NO ERROR	A0736-1	00093317431
2	B	9	1	27	2	A0736	100	1	ALBUTEROL 90MCG (CFC-F) 200D ORAL INHL	NO ERROR	A0736-1	00093317431
2	B	9	1	28	3	A0736	100	1	ALBUTEROL 90MCG (CFC-F) 200D ORAL INHL	NO ERROR	A0736-1	00093317431
2	B	9	1	29	4	A0736	100	1	ALBUTEROL 90MCG (CFC-F) 200D ORAL INHL	NO ERROR	A0736-1	00093317431
2	B	9	1	30	148	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	9	1	31	149	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	10	1	38	1	F0129	100	1	FLUTICASONE PROP 50MCG 120D NASAL INHL	NO ERROR	F0129-1	60429019515
2	B	10	1	39	2	F0129	100	1	FLUTICASONE PROP 50MCG 120D NASAL INHL	NO ERROR	F0129-1	60429019515
2	B	10	1	40	3	F0129	100	1	FLUTICASONE PROP 50MCG 120D NASAL INHL	NO ERROR	F0129-1	60429019515
2	B	10	1	41	4	F0129	100	1	FLUTICASONE PROP 50MCG 120D NASAL INHL	NO ERROR	F0129-1	60429019515
2	B	10	1	42	5	F0129	100	1	FLUTICASONE PROP 50MCG 120D NASAL INHL	NO ERROR	F0129-1	60429019515
2	B	10	1	43	150	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	10	1	44	1	C0272	6000	60	CLINDAMYCIN PHOSPHATE 1% LOTION	NO ERROR	C0272-60	45802012801
2	B	10	1	45	1	C1285	18000	180	CALCIUM 600MG/VITAMIN D 400UNIT TAB	NO ERROR	C1285-180	80681013901
2	B	10	1	46	1	L0475	100	1	LEVALBUTEROL 45MCG 200D ORAL INHL	NO ERROR	L0475-1	27437005601
2	B	10	1	47	1	E0385	3000	30	EMTRICITABINE 200MG/TENOFOVIR 300MG TAB	EMPTY LANE	E0385-30	51407011230
2	B	10	1	48	1	R0273	3000	30	RITONAVIR 100MG TAB	EMPTY LANE	R0273-30	31722059730
2	B	10	1	49	1	G0425	3000	30	GENVOYA ORAL TAB	NO ERROR	G0425-30	61958190101
2	B	10	1	50	1	D0987	3000	30	DOLUTEGRAVIR 50MG TAB	NO ERROR	D0987-30	49702022813
2	B	10	1	51	1	B0927	3000	30	BIKTARVY 50/200/25 TAB	NO ERROR	B0927-30	61958250101
2	B	10	1	52	1	C1693	3000	30	COBICISTAT 150MG/DARUNAVIR 800MG TAB 764	NO ERROR	C1693-30	59676057530
2	B	10	1	53	1	E0674	3000	30	EMTRICITABINE 200MG/TENOFOV AF 25MG TAB	NO ERROR	E0674-30	61958200201
2	B	10	1	54	151	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	10	1	55	152	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	10	1	56	153	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	10	1	57	154	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	10	1	58	155	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	10	1	59	156	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	B	10	1	60	1	C0638	9000	90	CETIRIZINE HCL 10MG TAB	NO ERROR	C0638-90	10135076290
2	B	10	1	61	2	C0638	9000	90	CETIRIZINE HCL 10MG TAB	NO ERROR	C0638-90	10135076290
2	B	10	1	62	157	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
